	OG	KO.id	KO.description	L1_Col	L1_TSB	L1_FC	DEG	Plant Associated
cds509	OG0001148			5.6935400997934	3.64718283234466	2.75984403340968	nonDEG	nonPA
cds51	OG0005113			7.16952054396323	8.07706607890669	-0.158323232070441	nonDEG	nonPA
cds511				13.7031363906356	6.31009455697939	7.85977525474824	up	nonPA
cds512	OG0000269	K13979	yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	8.35096071603783	9.11963992322235	-0.0896617349404181	nonDEG	nonPA
cds513	OG0000248	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	6.14568098843444	5.65537804510409	-0.685738407957954	nonDEG	nonPA
cds514	OG0005125	K18455	mca; mycothiol S-conjugate amidase [EC:3.5.1.115]	4.60114595210422	7.14104198618049	-3.23510069580118	nonDEG	PA
cds515	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	6.45837597099048	7.43695773314711	-1.00856418053184	nonDEG	nonPA
cds516	OG0001234	K04750	phnB; PhnB protein	7.05198260609189	1.56583546068996	6.24811012457531	up	nonPA
cds517	OG0002776			6.26769544128376	7.40884997053464	-0.497082651527963	nonDEG	nonPA
cds518	OG0004426	K07736	carD; CarD family transcriptional regulator	7.50600853722917	9.29966775571589	-1.14086407009234	nonDEG	nonPA
cds519				6.80702129393347	7.8488786528946	-0.449457568204431	nonDEG	nonPA
cds52	OG0000784	K06187	recR; recombination protein RecR	9.16333707850597	9.77651265632012	0.044333585625905	nonDEG	nonPA
cds520	OG0000912			8.03686588198993	6.93561624658771	1.95159016386743	nonDEG	nonPA
cds521	OG0000611	K00858	ppnK; NAD+ kinase [EC:2.7.1.23]	7.12446734953602	5.41470375568481	2.71353677885345	up	nonPA
cds522	OG0005171			5.56071848771328	6.50146150026355	-2.18157366054622	nonDEG	nonPA
cds523	OG0002311			6.56071848771328	5.13801208949891	0.269120451943152	nonDEG	nonPA
cds524	OG0001607			6.46268294152415	5.81512474500991	1.29533986696957	nonDEG	nonPA
cds525	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	6.37125437655489	5.80899177473474	0.442596681128047	nonDEG	nonPA
cds527	OG0000493	K01971	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	6.68860879335456	3.36834907643896	2.34186519621284	nonDEG	nonPA
cds528	OG0001014	K10979	ku; DNA end-binding protein Ku	8.81376150696296	4.39750335685574	5.02293652797881	up	nonPA
cds529	OG0005088	K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	8.33672487170435	6.19825061968932	2.76875678722797	up	nonPA
cds53	OG0000783	K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	6.58093221990875	4.42371683993559	2.47501441486921	nonDEG	nonPA
cds530	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein	6.8300232964589	3.90236108113232	2.9542469947947	nonDEG	nonPA
cds531	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	5.89146810875036	5.28067094116103	0.621745655777528	nonDEG	nonPA
cds532	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	5.58093221990875	5.95272812351588	-0.388152494347085	nonDEG	nonPA
cds533	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	6.45837597099048	5.83708970334653	0.585174082855671	nonDEG	PA
cds534	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein	6.44913561335837	7.26513172407152	-0.0242595839703472	nonDEG	PA
cds535	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	9.14455227429193	8.9345030635007	0.884697396663235	nonDEG	nonPA
cds536	OG0002301	K09164	uncharacterized protein	7.19082446523663	7.21042232823914	0.583875200782095	nonDEG	PA
cds538	OG0004003	K07816	E2.7.6.5X; putative GTP pyrophosphokinase [EC:2.7.6.5]	8.5368137486363	7.55500534845005	1.70450039740342	nonDEG	PA
cds539	OG0004378			6.02687343312673	4.41253265336525	2.21733801537425	nonDEG	nonPA
cds54	OG0002804	K12308	bgaB; beta-galactosidase [EC:3.2.1.23]	7.86403647437888	5.11625005229958	3.3387841873009	up	PA
cds540	OG0001119	K04762	hslR; ribosome-associated heat shock protein Hsp15	5.40850087416182	4.55174810395912	-0.0977678321238922	nonDEG	nonPA
cds541	OG0000980	K00995	pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	7.65397941073634	8.32604424102338	0.209937410275949	nonDEG	nonPA
cds542	OG0002293			8.9747162779971	9.42318923203858	0.174365428550546	nonDEG	nonPA
cds543	OG0006127			7.35263340762671	7.7927317567544	0.437273480182731	nonDEG	nonPA
cds544	OG0006128			9.16481110434535	9.09733814509742	0.742546495138577	nonDEG	nonPA
cds545	OG0000101	K03496	parA; chromosome partitioning protein	9.31723043131607	10.7550166492013	-0.711251739593761	nonDEG	nonPA
cds546	OG0003965	K01958	PC; pyruvate carboxylase [EC:6.4.1.1]	8.61033077347373	10.3723571498082	-1.10372940357022	down	PA
cds547	OG0000243	K01462	PDF; peptide deformylase [EC:3.5.1.88]	6.33379335884155	5.04352744047467	0.316823650073192	nonDEG	nonPA
cds548	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]	11.0253075412509	9.51815046042303	2.13477449219817	up	nonPA
cds549	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]	7.1031463299587	7.81663263775329	-0.11524722499818	nonDEG	nonPA
cds55	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	4.37341347026933	4.26318180119631	0.0424607000163274	nonDEG	PA
cds550	OG0000252	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	6.81922018601179	7.51902055311251	-1.63466288892114	nonDEG	nonPA
cds551	OG0002191	K01626	E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	8.48868377885791	10.1159330613239	-0.984786413070239	nonDEG	nonPA
cds552	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	9.06239441327503	9.6628527934002	0.00389170186876416	nonDEG	nonPA
cds553	OG0006129			7.1434146346668	5.97080071712483	1.19182924586257	nonDEG	nonPA
cds554	OG0006130	K13787	idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	7.98564419794536	9.02295649549554	-0.334192462243865	nonDEG	nonPA
cds555	OG0006218			10.2642510614916	9.73638930942542	1.25073945210099	nonDEG	nonPA
cds556	OG0001429	K03925	mraZ; MraZ protein	9.01085961442737	8.4618311722426	1.18270796430777	up	nonPA
cds557	OG0001056	K03438	mraW; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	8.16948563427957	8.62817397229123	0.255901448409551	nonDEG	nonPA
cds558	OG0006219			8.23116293222375	7.59540530253833	1.34045952114574	nonDEG	nonPA
cds559	OG0000604	K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	9.41408886295894	8.86971616914193	1.15296410302253	up	nonPA
cds56	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein	7.12934960819082	4.39817641273462	3.69108814090508	up	nonPA
cds560	OG0000662	K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	8.05247863214368	8.95223426293277	-0.26546305179945	nonDEG	nonPA
cds561	OG0000739	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	7.28572099886903	9.07863183999256	-1.01415132692561	nonDEG	nonPA
cds562	OG0000740	K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	7.91298360382197	8.44707802865821	0.070971085791866	nonDEG	nonPA
cds563	OG0000906	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	7.49231321757215	7.66230864563911	0.528921068604571	nonDEG	nonPA
cds564	OG0000178	K03588	ftsW; cell division protein FtsW	9.03288218840781	9.24643856465097	0.399555910123373	nonDEG	nonPA
cds565	OG0000907	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	7.07995283797302	8.24114287816468	-1.13436006766894	nonDEG	nonPA
cds566	OG0000908	K01924	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	6.66250363166291	8.91957845605373	-1.47733621275832	nonDEG	nonPA
cds567	OG0006220	K03589	ftsQ; cell division protein FtsQ	5.56050811465679	7.37333252359428	-0.977995043956556	nonDEG	nonPA
cds568	OG0000741	K03531	ftsZ; cell division protein FtsZ	8.94433364864437	8.93729936582764	0.601564548228449	nonDEG	nonPA
cds569	OG0000831	K06997	yggS; PLP dependent protein	5.81922018601179	6.22879411151118	-1.33867176132909	nonDEG	nonPA
cds57	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein	8.48405972066405	7.64368117516498	1.5324560471272	up	PA
cds570	OG0004457	K09772	sepF; cell division inhibitor SepF	10.3807068431295	10.0095392087987	1.0622866763695	nonDEG	nonPA
cds571	OG0006341	K02221	yggT; YggT family protein	6.76075138684995	7.85589953445685	-0.391406612340991	nonDEG	nonPA
cds572	OG0003600			9.22251014603857	10.4075138434091	-0.537345749971977	nonDEG	nonPA
cds573	OG0000534	K03101	lspA; signal peptidase II [EC:3.4.23.36]	4.46746965547288	7.8306111820408	-2.56426443567056	nonDEG	nonPA
cds574	OG0000600	K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	5.14568098843444	8.73437225807974	-4.9476575789924	down	nonPA
cds575	OG0000225	K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	8.24173255213286	10.1102825485683	-1.24242311678181	down	nonPA
cds576	OG0000661	K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	6.93436210795043	8.97729550249101	-1.1289403137442	nonDEG	nonPA
cds577	OG0001445	K07738	nrdR; transcriptional repressor NrdR	6.30953906864505	6.73202791781568	0.538813075448745	nonDEG	nonPA
cds578	OG0001135	K00254	DHODH; dihydroorotate dehydrogenase [EC:1.3.5.2]	6.00266431941858	7.69927608211899	-1.28568483801022	nonDEG	nonPA
cds579	OG0006131			10.8179493274509	10.8724405955481	0.547702127465061	nonDEG	nonPA
cds58	OG0000013	K02529	lacI; LacI family transcriptional regulator	7.76009754807219	3.4249907435864	4.46427889055708	up	PA
cds580	OG0001732			7.78589172517631	8.42932970904011	0.0951976519734253	nonDEG	nonPA
cds581	OG0000276	K13628	iscA; iron-sulfur cluster assembly protein	7.87635230802542	7.58178557718055	0.939508359503359	nonDEG	nonPA
cds582	OG0001171	K02275	coxB; cytochrome c oxidase subunit II [EC:1.9.3.1]	10.2105338345539	11.7246724010062	-0.914150556220615	nonDEG	nonPA
cds583	OG0000262	K02274	coxA; cytochrome c oxidase subunit I [EC:1.9.3.1]	11.5282204762853	12.505273349707	-0.375738632448298	nonDEG	nonPA
cds584	OG0006132			6.92091495327714	8.26235518489932	-1.15937106449333	nonDEG	nonPA
cds585	OG0002145			6.95863412971241	9.24495830817841	-1.69646073142177	down	nonPA
cds586	OG0001557	K00412	CYTB; ubiquinol-cytochrome c reductase cytochrome b subunit	10.379908552469	11.6947186699564	-0.692313495362352	nonDEG	nonPA
cds587	OG0005089	K03890	qcrA; ubiquinol-cytochrome c reductase iron-sulfur subunit	10.21240538682	11.8153255991786	-1.00121608021834	down	nonPA
cds588	OG0000694	K00406	ccoP; cytochrome c oxidase cbb3-type subunit III	8.89320109013877	10.2809271598017	-0.580687043920305	nonDEG	nonPA
cds589	OG0000280	K02299	cyoC; cytochrome o ubiquinol oxidase subunit III	9.63399856391758	11.5574901398835	-1.26690145427335	down	nonPA
cds59	OG0006322			6.55519426670045	10.5569040140422	-2.82616339291486	down	nonPA
cds590	OG0001017	K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]	5.98502980576545	7.53030016390416	-0.874814697914617	nonDEG	nonPA
cds591	OG0002288	K00863	DAK; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	7.51611457970045	6.53618057736065	1.57998002121007	nonDEG	nonPA
cds592	OG0003966	K05879	dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	5.59682776467534	3.64718283234466	0.757509272413427	nonDEG	nonPA
cds593	OG0000506	K11189	PTS-HPR; phosphocarrier protein	6.12446734953602	3.52149294931806	3.13508936662373	up	nonPA
cds594				5.99369487527643	2.53987346738221	4.35145856163589	up	nonPA
cds596	OG0000226	K03701	uvrA; excinuclease ABC subunit A	7.92886606702091	6.89370886969401	1.69703383426666	up	nonPA
cds597	OG0004458			6.68596674096004	6.38864001520656	0.881395638579083	nonDEG	nonPA
cds598	OG0006133			7.57434435742842	9.84254091810983	-1.3376069062413	nonDEG	nonPA
cds599	OG0006221			6.22925063350139	7.27273963787723	-0.448440234929111	nonDEG	nonPA
cds6	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	4.18610845282537	4.58903600482306	-1.23373230639536	nonDEG	PA
cds60	OG0000506	K11189	PTS-HPR; phosphocarrier protein	7.89651757257544	11.4270842628396	-2.76645951604125	down	nonPA
cds600	OG0000548	K07192	FLOT; flotillin	8.92702000584043	7.95579780821895	1.57815176085834	up	nonPA
cds601	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	6.14568098843444	4.52769817537384	0.427725289607509	nonDEG	nonPA
cds602	OG0006134			9.26219940035424	6.04698273266634	3.77178657873519	up	nonPA
cds603	OG0001705	K03820	lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269]	6.01600768515238	6.35474040528604	-0.112596775358572	nonDEG	nonPA
cds604	OG0002216	K17675	SUPV3L1; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	7.12015433096685	9.20609231209065	-1.19253728360498	nonDEG	nonPA
cds605	OG0000612	K03118	tatC; sec-independent protein translocase protein TatC	7.62066000430162	8.73747382243328	-0.15894759367743	nonDEG	nonPA
cds606	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA	9.41749764627896	9.78553453574293	0.368230485454009	nonDEG	nonPA
cds607	OG0000267	K13573	pafC; proteasome accessory factor C	7.47161207667108	7.2945573250401	0.238128893766814	nonDEG	nonPA
cds608	OG0000267	K13573	pafC; proteasome accessory factor C	5.75549561489718	7.9365674227009	-0.496899917511041	nonDEG	nonPA
cds609				5.57877312619431	8.58871083627369	-3.03161148123308	down	nonPA
cds61	OG0001555	K02769	PTS-Fru-EIIB; PTS system, fructose-specific IIB component [EC:2.7.1.202]	3.56071848771328	9.60771051685232	-7.4635402298598	down	nonPA
cds610	OG0006222	K07442	TRM61; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	6.14568098843444	8.05189649878017	-3.1063230472557	nonDEG	nonPA
cds611	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]	6.22518896289133	9.06565124811193	-1.69420994145737	nonDEG	nonPA
cds612	OG0006223			6.99181268756272	7.60538616541962	0.0286845543336118	nonDEG	nonPA
cds613	OG0006135	K15526	mshC; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]	6.14568098843444	7.18996594468056	-2.23340392343873	nonDEG	PA
cds614	OG0000578	K06153	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	7.82469967435915	7.84958619372908	0.0286490025727562	nonDEG	nonPA
cds615	OG0000168	K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]	8.70037910557357	8.97441737669535	0.442534759366685	nonDEG	nonPA
cds616	OG0005164			5.25289740149761	9.02370143975927	-3.11223850262243	down	nonPA
cds617	OG0002533			7.54762090786709	6.65513174632945	1.55824086525265	nonDEG	nonPA
cds618	OG0002134	K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	6.11455156840467	7.77258690921391	-0.469612419738254	nonDEG	nonPA
cds619	OG0000302	K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	6.41968514618118	6.33508105745046	0.109453408904997	nonDEG	nonPA
cds62	OG0001305	K00882	fruK; 1-phosphofructokinase [EC:2.7.1.56]	7.80721907240509	9.93813437285415	-1.37975799234603	down	nonPA
cds620	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]	6.73064348915559	5.17949454647374	0.406411019385848	nonDEG	nonPA
cds621	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	7.76788554576069	7.97418406761098	0.787321150507381	nonDEG	nonPA
cds622	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	8.78115300463474	8.04445789855668	1.33810478030847	up	nonPA
cds623	OG0000559	K02909	RP-L31; large subunit ribosomal protein L31	6.60526046556655	10.3724190952603	-2.1556353290835	nonDEG	nonPA
cds624	OG0002807	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	8.21997874565341	9.5671609865798	-0.666821050926629	nonDEG	PA
cds625	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	8.3584424315461	8.09740914822447	0.842834797491899	nonDEG	nonPA
cds626	OG0002080	K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	11.4638994972194	10.1258547874195	1.99175818511658	up	nonPA
cds627	OG0001576	K01079	serB; phosphoserine phosphatase [EC:3.1.3.3]	5.81922018601179	5.51185538534631	-0.636769152149215	nonDEG	nonPA
cds628	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	6.56828658605771	6.74640968189156	0.00515057969303083	nonDEG	nonPA
cds629	OG0006136			5.88852760003379	6.79782692536999	-0.24923632320686	nonDEG	nonPA
cds631	OG0001799	K14998	SURF1; surfeit locus 1 family protein	6.87341347026933	5.82802150547035	1.07292141662994	nonDEG	nonPA
cds632	OG0000191	K06158	ABCF3; ATP-binding cassette, subfamily F, member 3	8.67515958172925	10.2570800633127	-0.924803988908841	nonDEG	PA
cds633	OG0002386	K14155	patB; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	6.18001730600583	6.90643231900209	0.15594406309889	nonDEG	nonPA
cds634	OG0001125	K02612	paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD	7.91520027639684	8.02330984922819	0.542661790245131	nonDEG	nonPA
cds635	OG0002289	K09013	sufC; Fe-S cluster assembly ATP-binding protein	8.86952050423023	10.8034631092496	-1.28417730154317	down	nonPA
cds636	OG0000443	K05710	hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	6.61017076490401	7.61386825902449	-0.892392666217177	nonDEG	nonPA
cds637	OG0002808	K09015	sufD; Fe-S cluster assembly protein SufD	8.68790297004775	9.6524793330494	-0.365828380208209	nonDEG	nonPA
cds638	OG0002290	K09014	sufB; Fe-S cluster assembly protein SufB	10.7496273525006	10.9461132555584	0.413415112914339	nonDEG	nonPA
cds639	OG0001538	K02259	COX15; cytochrome c oxidase assembly protein subunit 15	7.01186526395419	7.55388245558433	-1.47762753366424	nonDEG	nonPA
cds64				4.59682776467534	4.64718283234466	-1.07558708876154	nonDEG	nonPA
cds640	OG0002216	K17675	SUPV3L1; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	6.30953906864505	9.05467041165253	-1.92468856525897	down	nonPA
cds641	OG0000550	K02257	COX10; heme o synthase [EC:2.5.1.141]	8.97745644693209	9.93857680220209	-0.339177836200153	nonDEG	nonPA
cds642	OG0000634	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]	9.7508249000256	11.3370840382532	-0.966794380584473	nonDEG	nonPA
cds643	OG0000309	K00616	E2.2.1.2; transaldolase [EC:2.2.1.2]	7.63018305503388	10.0393623432347	-1.8006576881436	down	nonPA
cds644	OG0000938	K01810	GPI; glucose-6-phosphate isomerase [EC:5.3.1.9]	8.96827443202792	10.8549921128341	-1.24379427269563	down	nonPA
cds645	OG0000236	K00036	G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	7.74934614840398	10.1596452167115	-1.49567568254625	nonDEG	nonPA
cds646	OG0006225			7.72956969801868	10.2082655536584	-1.5292581286442	nonDEG	nonPA
cds647	OG0001447	K01057	PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]	5.48245058722311	7.19390168162923	-1.71154164097154	nonDEG	nonPA
cds648	OG0006137			6.12772768980021	8.6711204286172	-0.957971506204901	nonDEG	nonPA
cds649	OG0006138	K03075	secG; preprotein translocase subunit SecG	10.3930047756741	11.4883158575901	-0.444535197245187	nonDEG	nonPA
cds650	OG0000943	K01803	TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1]	8.21381025603605	9.77080583351624	-0.903919213786421	nonDEG	nonPA
cds651	OG0000826	K00927	PGK; phosphoglycerate kinase [EC:2.7.2.3]	9.09557297112533	10.6046706406088	-0.910107485303351	nonDEG	nonPA
cds652	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	11.6418574068157	12.9883259884107	-0.743291428383493	nonDEG	nonPA
cds653	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	12.806093871562	12.6810532501047	0.727012819886563	nonDEG	nonPA
cds654	OG0004427	K09762	uncharacterized protein	6.48328470301531	8.47935012104046	-1.10930523790353	nonDEG	nonPA
cds655	OG0001306	K06958	rapZ; RNase adapter protein RapZ	7.7050480582382	8.54848402349289	-0.0573951071313413	nonDEG	nonPA
cds656	OG0000981	K03703	uvrC; excinuclease ABC subunit C	7.48460968093755	7.57422683150241	-0.101424102900601	nonDEG	nonPA
cds657	OG0000226	K03701	uvrA; excinuclease ABC subunit A	9.86712603437026	9.61655878098639	0.882365674915281	nonDEG	nonPA
cds658	OG0000791	K03702	uvrB; excinuclease ABC subunit B	10.2163188271713	8.59276407098294	2.24658879860621	up	nonPA
cds659	OG0000896	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	6.39869917226671	6.20829022094461	0.807117205877949	nonDEG	nonPA
cds660	OG0001042	K02945	RP-S1; small subunit ribosomal protein S1	10.3978603370077	12.5901442961811	-1.57867760397205	down	nonPA
cds661	OG0000895	K07071	uncharacterized protein	5.85093338430622	5.66729472008716	0.103459463634362	nonDEG	PA
cds662	OG0002091			7.63952118042374	7.91831823897522	0.385867788508665	nonDEG	nonPA
cds663	OG0000863	K02335	polA; DNA polymerase I [EC:2.7.7.7]	10.7255525529828	9.81914764935305	1.53257774021495	up	nonPA
cds664	OG0001188	K19222	menI; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	8.70525816845521	8.86554646600034	0.460241671296579	nonDEG	nonPA
cds665	OG0001481	K07183	nasT; two-component system, response regulator / RNA-binding antiterminator	9.16745652431994	11.0565989139241	-1.26579450544885	down	nonPA
cds666				6.65469273350787	7.50306610084123	-0.0237213408139523	nonDEG	nonPA
cds667	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]	7.8490734655478	5.6051570120102	1.27650627942248	nonDEG	nonPA
cds668	NA	NA	NA	7.89844338116514	10.0708775880425	-1.5624508417516	down	nonPA
cds669	OG0000471	K00873	PK; pyruvate kinase [EC:2.7.1.40]	8.28595853819071	8.86293867686458	0.050966337178081	nonDEG	nonPA
cds670	OG0001074	K00266	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]	10.80038391711	11.2615240374965	0.140606656046211	nonDEG	nonPA
cds671	OG0000924	K00265	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	9.62976431012575	10.7558624355647	-0.519028145628841	nonDEG	nonPA
cds672	OG0000583	K13292	lgt; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	6.56050811465679	8.75215293902088	-1.48807085634392	nonDEG	nonPA
cds673	OG0000861	K01695	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]	7.08571596466354	8.70907090905764	-1.49888674206974	nonDEG	nonPA
cds674	OG0000727	K01696	trpB; tryptophan synthase beta chain [EC:4.2.1.20]	8.16875194491599	10.2557924894424	-1.35907417566175	down	nonPA
cds675	OG0000819	K01609	trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]	8.84762231120818	10.1094019339584	-0.543223114331528	nonDEG	nonPA
cds676	OG0006226			5.68394935911094	6.63663176525463	-0.869414866064793	nonDEG	nonPA
cds677	OG0006227			5.59682776467534	4.5893374140131	-0.0147923039950578	nonDEG	nonPA
cds678	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	4.18610845282537	6.37049116615877	-2.86467014713433	nonDEG	nonPA
cds679	OG0000744	K02500	hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	6.31286709816926	9.22068467927193	-1.81910625302323	nonDEG	nonPA
cds68				6.00266431941858	4.85793890417784	1.25421092256575	nonDEG	nonPA
cds680	OG0000902	K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	7.78155729078462	9.05290887022416	-0.654712235469035	nonDEG	nonPA
cds681	OG0006139	K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	5.22186093336712	6.31680842180942	-0.482260164724165	nonDEG	nonPA
cds682	OG0000820	K01783	rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	6.8135054148222	7.91127816395361	-0.478766091582978	nonDEG	nonPA
cds683	OG0000587	K03500	rsmB; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	6.45837597099048	7.35875215157337	-0.809244087210633	nonDEG	nonPA
cds684	OG0000859	K00604	MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]	4.39146810875036	7.53255945177659	-2.38095134565793	nonDEG	nonPA
cds685	OG0000922	K04066	priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	7.70833813957955	9.54672686620963	-0.915369438369725	nonDEG	nonPA
cds686	OG0000827	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	8.63306749228702	10.6791199573538	-1.410343157298	down	nonPA
cds687	OG0004428	K03060	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	5.92947984929563	9.96163445075038	-3.07646499533495	down	nonPA
cds688	OG0000845	K00942	E2.7.4.8; guanylate kinase [EC:2.7.4.8]	6.18610845282537	7.13163381693653	-1.8012211472132	nonDEG	nonPA
cds689	OG0004004	K01591	pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	6.32702820860976	10.5398436752424	-3.4422900083588	down	nonPA
cds69	NA	NA	NA	6.51770269028098	6.41358550514042	1.22795485540829	nonDEG	nonPA
cds690	OG0000673	K01955	carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	6.8348821939621	10.1037342046569	-2.58765319393158	down	nonPA
cds691	OG0000674	K01956	carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	6.13257712598993	8.7179298384578	-1.57057621559728	nonDEG	nonPA
cds692	OG0006228			5.22186093336712	8.8124655285786	-2.44549549112238	down	nonPA
